label,prompt,mean_same,max_other,score
Laetiporus sulphureus,moderately textured Laetiporus sulphureus specimen,-inf,-inf,
Laetiporus sulphureus,Laetiporus sulphureus showing highly detailed surface,-inf,-inf,
Laetiporus sulphureus,mushroom with highly detailed cap texture,-inf,-inf,
Laetiporus sulphureus,highly detailed Laetiporus sulphureus specimen,-inf,-inf,
Laetiporus sulphureus,Laetiporus sulphureus with irregular cap,-inf,-inf,
Laetiporus sulphureus,mushroom displaying irregular cap,-inf,-inf,
Laetiporus sulphureus,Laetiporus sulphureus showing irregular cap,-inf,-inf,
Laetiporus sulphureus,Laetiporus sulphureus with balanced proportions,-inf,-inf,
Laetiporus sulphureus,mushroom displaying balanced proportions,-inf,-inf,
Laetiporus sulphureus,Laetiporus sulphureus showing balanced proportions,-inf,-inf,
Laetiporus sulphureus,"dark, shadowy photograph of Laetiporus sulphureus",-inf,-inf,
Laetiporus sulphureus,"Laetiporus sulphureus in dark, shadowy conditions",-inf,-inf,
Laetiporus sulphureus,balanced contrast photograph of Laetiporus sulphureus,-inf,-inf,
Laetiporus sulphureus,Laetiporus sulphureus in balanced contrast conditions,-inf,-inf,
Laetiporus sulphureus,Laetiporus sulphureus with black and tan coloring and moderately textured texture,-inf,-inf,
Laetiporus sulphureus,black Laetiporus sulphureus mushroom with irregular cap,-inf,-inf,
Laetiporus sulphureus,Laetiporus sulphureus mushroom with brown coloration,-inf,-inf,
Laetiporus sulphureus,mushroom displaying brown tones,-inf,-inf,
Laetiporus sulphureus,brown-colored Laetiporus sulphureus fungus,-inf,-inf,
Laetiporus sulphureus,photograph of brown Laetiporus sulphureus,-inf,-inf,
Laetiporus sulphureus,Laetiporus sulphureus showing rough surface,-inf,-inf,
Laetiporus sulphureus,mushroom with rough cap texture,-inf,-inf,
Laetiporus sulphureus,rough Laetiporus sulphureus specimen,-inf,-inf,
Laetiporus sulphureus,naturally lit photograph of Laetiporus sulphureus,-inf,-inf,
Laetiporus sulphureus,Laetiporus sulphureus in naturally lit conditions,-inf,-inf,
Laetiporus sulphureus,high contrast photograph of Laetiporus sulphureus,-inf,-inf,
Laetiporus sulphureus,Laetiporus sulphureus in high contrast conditions,-inf,-inf,
Laetiporus sulphureus,Laetiporus sulphureus with black and brown coloring and rough texture,-inf,-inf,
Laetiporus sulphureus,Laetiporus sulphureus mushroom with yellow coloration,-inf,-inf,
Laetiporus sulphureus,mushroom displaying yellow tones,-inf,-inf,
Laetiporus sulphureus,yellow-colored Laetiporus sulphureus fungus,-inf,-inf,
Laetiporus sulphureus,photograph of yellow Laetiporus sulphureus,-inf,-inf,
Laetiporus sulphureus,Laetiporus sulphureus mushroom with green coloration,-inf,-inf,
Laetiporus sulphureus,mushroom displaying green tones,-inf,-inf,
Laetiporus sulphureus,green-colored Laetiporus sulphureus fungus,-inf,-inf,
Laetiporus sulphureus,photograph of green Laetiporus sulphureus,-inf,-inf,
Laetiporus sulphureus,Laetiporus sulphureus showing textured surface,-inf,-inf,
Laetiporus sulphureus,mushroom with textured cap texture,-inf,-inf,
Laetiporus sulphureus,textured Laetiporus sulphureus specimen,-inf,-inf,
Laetiporus sulphureus,Laetiporus sulphureus with yellow and black coloring and rough texture,-inf,-inf,
Laetiporus sulphureus,yellow Laetiporus sulphureus mushroom with irregular cap,-inf,-inf,
Laetiporus sulphureus,"Laetiporus sulphureus with wide, spreading form",-inf,-inf,
Laetiporus sulphureus,"mushroom displaying wide, spreading form",-inf,-inf,
Laetiporus sulphureus,"Laetiporus sulphureus showing wide, spreading form",-inf,-inf,
Laetiporus sulphureus,Laetiporus sulphureus with black and tan coloring and rough texture,-inf,-inf,
Laetiporus sulphureus,Laetiporus sulphureus typically displaying black coloration,-inf,-inf,
Laetiporus sulphureus,Laetiporus sulphureus typically displaying brown coloration,-inf,-inf,
Laetiporus sulphureus,Laetiporus sulphureus typically displaying tan coloration,-inf,-inf,
Laetiporus sulphureus,Laetiporus sulphureus commonly showing highly detailed,-inf,-inf,
Laetiporus sulphureus,Laetiporus sulphureus commonly showing rough,-inf,-inf,
Laetiporus sulphureus,a photo of chicken-of-the-woods,-inf,-inf,
Laetiporus sulphureus,a photograph of chicken-of-the-woods,-inf,-inf,
Laetiporus sulphureus,chicken-of-the-woods mushroom,-inf,-inf,
Laetiporus sulphureus,chicken-of-the-woods fungus,-inf,-inf,
Laetiporus sulphureus,photo of chicken-of-the-woods mushroom,-inf,-inf,
Laetiporus sulphureus,field guide photo of chicken-of-the-woods,-inf,-inf,
Laetiporus sulphureus,a photo of crab-of-the-woods,-inf,-inf,
Laetiporus sulphureus,a photograph of crab-of-the-woods,-inf,-inf,
Laetiporus sulphureus,crab-of-the-woods mushroom,-inf,-inf,
Laetiporus sulphureus,crab-of-the-woods fungus,-inf,-inf,
Laetiporus sulphureus,photo of crab-of-the-woods mushroom,-inf,-inf,
Laetiporus sulphureus,field guide photo of crab-of-the-woods,-inf,-inf,
Laetiporus sulphureus,a photo of lobster-of-the-woods,-inf,-inf,
Laetiporus sulphureus,a photograph of lobster-of-the-woods,-inf,-inf,
Laetiporus sulphureus,lobster-of-the-woods mushroom,-inf,-inf,
Laetiporus sulphureus,lobster-of-the-woods fungus,-inf,-inf,
Laetiporus sulphureus,photo of lobster-of-the-woods mushroom,-inf,-inf,
Laetiporus sulphureus,field guide photo of lobster-of-the-woods,-inf,-inf,
Leccinum albostipitatum,Leccinum albostipitatum mushroom with brown coloration,-inf,-inf,
Leccinum albostipitatum,mushroom displaying brown tones,-inf,-inf,
Leccinum albostipitatum,brown-colored Leccinum albostipitatum fungus,-inf,-inf,
Leccinum albostipitatum,photograph of brown Leccinum albostipitatum,-inf,-inf,
Leccinum albostipitatum,Leccinum albostipitatum mushroom with black coloration,-inf,-inf,
Leccinum albostipitatum,mushroom displaying black tones,-inf,-inf,
Leccinum albostipitatum,black-colored Leccinum albostipitatum fungus,-inf,-inf,
Leccinum albostipitatum,photograph of black Leccinum albostipitatum,-inf,-inf,
Leccinum albostipitatum,Leccinum albostipitatum mushroom with green coloration,-inf,-inf,
Leccinum albostipitatum,mushroom displaying green tones,-inf,-inf,
Leccinum albostipitatum,green-colored Leccinum albostipitatum fungus,-inf,-inf,
Leccinum albostipitatum,photograph of green Leccinum albostipitatum,-inf,-inf,
Leccinum albostipitatum,Leccinum albostipitatum showing rough surface,-inf,-inf,
Leccinum albostipitatum,mushroom with rough cap texture,-inf,-inf,
Leccinum albostipitatum,rough Leccinum albostipitatum specimen,-inf,-inf,
Leccinum albostipitatum,Leccinum albostipitatum showing highly detailed surface,-inf,-inf,
Leccinum albostipitatum,mushroom with highly detailed cap texture,-inf,-inf,
Leccinum albostipitatum,highly detailed Leccinum albostipitatum specimen,-inf,-inf,
Leccinum albostipitatum,Leccinum albostipitatum with irregular cap,-inf,-inf,
Leccinum albostipitatum,mushroom displaying irregular cap,-inf,-inf,
Leccinum albostipitatum,Leccinum albostipitatum showing irregular cap,-inf,-inf,
Leccinum albostipitatum,Leccinum albostipitatum with balanced proportions,-inf,-inf,
Leccinum albostipitatum,mushroom displaying balanced proportions,-inf,-inf,
Leccinum albostipitatum,Leccinum albostipitatum showing balanced proportions,-inf,-inf,
Leccinum albostipitatum,naturally lit photograph of Leccinum albostipitatum,-inf,-inf,
Leccinum albostipitatum,Leccinum albostipitatum in naturally lit conditions,-inf,-inf,
Leccinum albostipitatum,balanced contrast photograph of Leccinum albostipitatum,-inf,-inf,
Leccinum albostipitatum,Leccinum albostipitatum in balanced contrast conditions,-inf,-inf,
Leccinum albostipitatum,Leccinum albostipitatum with brown and black coloring and rough texture,-inf,-inf,
Leccinum albostipitatum,brown Leccinum albostipitatum mushroom with irregular cap,-inf,-inf,
Leccinum albostipitatum,Leccinum albostipitatum mushroom with gray coloration,-inf,-inf,
Leccinum albostipitatum,mushroom displaying gray tones,-inf,-inf,
Leccinum albostipitatum,gray-colored Leccinum albostipitatum fungus,-inf,-inf,
Leccinum albostipitatum,photograph of gray Leccinum albostipitatum,-inf,-inf,
Leccinum albostipitatum,high contrast photograph of Leccinum albostipitatum,-inf,-inf,
Leccinum albostipitatum,Leccinum albostipitatum in high contrast conditions,-inf,-inf,
Leccinum albostipitatum,Leccinum albostipitatum with gray and black coloring and rough texture,-inf,-inf,
Leccinum albostipitatum,gray Leccinum albostipitatum mushroom with irregular cap,-inf,-inf,
Leccinum albostipitatum,"Leccinum albostipitatum with wide, spreading form",-inf,-inf,
Leccinum albostipitatum,"mushroom displaying wide, spreading form",-inf,-inf,
Leccinum albostipitatum,"Leccinum albostipitatum showing wide, spreading form",-inf,-inf,
Leccinum albostipitatum,Leccinum albostipitatum with black and gray coloring and rough texture,-inf,-inf,
Leccinum albostipitatum,black Leccinum albostipitatum mushroom with irregular cap,-inf,-inf,
Leccinum albostipitatum,Leccinum albostipitatum showing moderately textured surface,-inf,-inf,
Leccinum albostipitatum,mushroom with moderately textured cap texture,-inf,-inf,
Leccinum albostipitatum,moderately textured Leccinum albostipitatum specimen,-inf,-inf,
Leccinum albostipitatum,Leccinum albostipitatum with gray and black coloring and moderately textured texture,-inf,-inf,
Leccinum albostipitatum,Leccinum albostipitatum typically displaying black coloration,-inf,-inf,
Leccinum albostipitatum,Leccinum albostipitatum typically displaying gray coloration,-inf,-inf,
Leccinum albostipitatum,Leccinum albostipitatum typically displaying brown coloration,-inf,-inf,
Leccinum albostipitatum,Leccinum albostipitatum commonly showing highly detailed,-inf,-inf,
Leccinum albostipitatum,Leccinum albostipitatum commonly showing rough,-inf,-inf,
Leccinum aurantiacum,Leccinum aurantiacum mushroom with black coloration,-inf,-inf,
Leccinum aurantiacum,mushroom displaying black tones,-inf,-inf,
Leccinum aurantiacum,black-colored Leccinum aurantiacum fungus,-inf,-inf,
Leccinum aurantiacum,photograph of black Leccinum aurantiacum,-inf,-inf,
Leccinum aurantiacum,Leccinum aurantiacum mushroom with gray coloration,-inf,-inf,
Leccinum aurantiacum,mushroom displaying gray tones,-inf,-inf,
Leccinum aurantiacum,gray-colored Leccinum aurantiacum fungus,-inf,-inf,
Leccinum aurantiacum,photograph of gray Leccinum aurantiacum,-inf,-inf,
Leccinum aurantiacum,Leccinum aurantiacum showing rough surface,-inf,-inf,
Leccinum aurantiacum,mushroom with rough cap texture,-inf,-inf,
Leccinum aurantiacum,rough Leccinum aurantiacum specimen,-inf,-inf,
Leccinum aurantiacum,Leccinum aurantiacum showing highly detailed surface,-inf,-inf,
Leccinum aurantiacum,mushroom with highly detailed cap texture,-inf,-inf,
Leccinum aurantiacum,highly detailed Leccinum aurantiacum specimen,-inf,-inf,
Leccinum aurantiacum,Leccinum aurantiacum with irregular cap,-inf,-inf,
Leccinum aurantiacum,mushroom displaying irregular cap,-inf,-inf,
Leccinum aurantiacum,Leccinum aurantiacum showing irregular cap,-inf,-inf,
Leccinum aurantiacum,Leccinum aurantiacum with balanced proportions,-inf,-inf,
Leccinum aurantiacum,mushroom displaying balanced proportions,-inf,-inf,
Leccinum aurantiacum,Leccinum aurantiacum showing balanced proportions,-inf,-inf,
Leccinum aurantiacum,naturally lit photograph of Leccinum aurantiacum,-inf,-inf,
Leccinum aurantiacum,Leccinum aurantiacum in naturally lit conditions,-inf,-inf,
Leccinum aurantiacum,balanced contrast photograph of Leccinum aurantiacum,-inf,-inf,
Leccinum aurantiacum,Leccinum aurantiacum in balanced contrast conditions,-inf,-inf,
Leccinum aurantiacum,Leccinum aurantiacum with black and gray coloring and rough texture,-inf,-inf,
Leccinum aurantiacum,black Leccinum aurantiacum mushroom with irregular cap,-inf,-inf,
Leccinum aurantiacum,Leccinum aurantiacum mushroom with brown coloration,-inf,-inf,
Leccinum aurantiacum,mushroom displaying brown tones,-inf,-inf,
Leccinum aurantiacum,brown-colored Leccinum aurantiacum fungus,-inf,-inf,
Leccinum aurantiacum,photograph of brown Leccinum aurantiacum,-inf,-inf,
Leccinum aurantiacum,Leccinum aurantiacum showing textured surface,-inf,-inf,
Leccinum aurantiacum,mushroom with textured cap texture,-inf,-inf,
Leccinum aurantiacum,textured Leccinum aurantiacum specimen,-inf,-inf,
Leccinum aurantiacum,Leccinum aurantiacum with gray and brown coloring and rough texture,-inf,-inf,
Leccinum aurantiacum,gray Leccinum aurantiacum mushroom with irregular cap,-inf,-inf,
Leccinum aurantiacum,Leccinum aurantiacum showing moderately textured surface,-inf,-inf,
Leccinum aurantiacum,mushroom with moderately textured cap texture,-inf,-inf,
Leccinum aurantiacum,moderately textured Leccinum aurantiacum specimen,-inf,-inf,
Leccinum aurantiacum,"dark, shadowy photograph of Leccinum aurantiacum",-inf,-inf,
Leccinum aurantiacum,"Leccinum aurantiacum in dark, shadowy conditions",-inf,-inf,
Leccinum aurantiacum,Leccinum aurantiacum with gray and black coloring and moderately textured texture,-inf,-inf,
Leccinum aurantiacum,Leccinum aurantiacum mushroom with cream coloration,-inf,-inf,
Leccinum aurantiacum,mushroom displaying cream tones,-inf,-inf,
Leccinum aurantiacum,cream-colored Leccinum aurantiacum fungus,-inf,-inf,
Leccinum aurantiacum,photograph of cream Leccinum aurantiacum,-inf,-inf,
Leccinum aurantiacum,Leccinum aurantiacum with gray and cream coloring and moderately textured texture,-inf,-inf,
Leccinum aurantiacum,Leccinum aurantiacum typically displaying gray coloration,-inf,-inf,
Leccinum aurantiacum,Leccinum aurantiacum typically displaying black coloration,-inf,-inf,
Leccinum aurantiacum,Leccinum aurantiacum typically displaying brown coloration,-inf,-inf,
Leccinum aurantiacum,Leccinum aurantiacum commonly showing rough,-inf,-inf,
Leccinum aurantiacum,Leccinum aurantiacum commonly showing highly detailed,-inf,-inf,
Leccinum aurantiacum,a photo of red-capped scaber stalk,-inf,-inf,
Leccinum aurantiacum,a photograph of red-capped scaber stalk,-inf,-inf,
Leccinum aurantiacum,red-capped scaber stalk mushroom,-inf,-inf,
Leccinum aurantiacum,red-capped scaber stalk fungus,-inf,-inf,
Leccinum aurantiacum,photo of red-capped scaber stalk mushroom,-inf,-inf,
Leccinum aurantiacum,field guide photo of red-capped scaber stalk,-inf,-inf,
Leccinum scabrum,Leccinum scabrum mushroom with black coloration,-inf,-inf,
Leccinum scabrum,mushroom displaying black tones,-inf,-inf,
Leccinum scabrum,black-colored Leccinum scabrum fungus,-inf,-inf,
Leccinum scabrum,photograph of black Leccinum scabrum,-inf,-inf,
Leccinum scabrum,Leccinum scabrum mushroom with gray coloration,-inf,-inf,
Leccinum scabrum,mushroom displaying gray tones,-inf,-inf,
Leccinum scabrum,gray-colored Leccinum scabrum fungus,-inf,-inf,
Leccinum scabrum,photograph of gray Leccinum scabrum,-inf,-inf,
Leccinum scabrum,Leccinum scabrum showing rough surface,-inf,-inf,
Leccinum scabrum,mushroom with rough cap texture,-inf,-inf,
Leccinum scabrum,rough Leccinum scabrum specimen,-inf,-inf,
Leccinum scabrum,Leccinum scabrum showing highly detailed surface,-inf,-inf,
Leccinum scabrum,mushroom with highly detailed cap texture,-inf,-inf,
Leccinum scabrum,highly detailed Leccinum scabrum specimen,-inf,-inf,
Leccinum scabrum,Leccinum scabrum with irregular cap,-inf,-inf,
Leccinum scabrum,mushroom displaying irregular cap,-inf,-inf,
Leccinum scabrum,Leccinum scabrum showing irregular cap,-inf,-inf,
Leccinum scabrum,Leccinum scabrum with balanced proportions,-inf,-inf,
Leccinum scabrum,mushroom displaying balanced proportions,-inf,-inf,
Leccinum scabrum,Leccinum scabrum showing balanced proportions,-inf,-inf,
Leccinum scabrum,naturally lit photograph of Leccinum scabrum,-inf,-inf,
Leccinum scabrum,Leccinum scabrum in naturally lit conditions,-inf,-inf,
Leccinum scabrum,balanced contrast photograph of Leccinum scabrum,-inf,-inf,
Leccinum scabrum,Leccinum scabrum in balanced contrast conditions,-inf,-inf,
Leccinum scabrum,Leccinum scabrum with black and gray coloring and rough texture,-inf,-inf,
Leccinum scabrum,black Leccinum scabrum mushroom with irregular cap,-inf,-inf,
Leccinum scabrum,high contrast photograph of Leccinum scabrum,-inf,-inf,
Leccinum scabrum,Leccinum scabrum in high contrast conditions,-inf,-inf,
Leccinum scabrum,Leccinum scabrum with gray and black coloring and rough texture,-inf,-inf,
Leccinum scabrum,gray Leccinum scabrum mushroom with irregular cap,-inf,-inf,
Leccinum scabrum,"Leccinum scabrum with wide, spreading form",-inf,-inf,
Leccinum scabrum,"mushroom displaying wide, spreading form",-inf,-inf,
Leccinum scabrum,"Leccinum scabrum showing wide, spreading form",-inf,-inf,
Leccinum scabrum,Leccinum scabrum mushroom with brown coloration,-inf,-inf,
Leccinum scabrum,mushroom displaying brown tones,-inf,-inf,
Leccinum scabrum,brown-colored Leccinum scabrum fungus,-inf,-inf,
Leccinum scabrum,photograph of brown Leccinum scabrum,-inf,-inf,
Leccinum scabrum,brown Leccinum scabrum mushroom with irregular cap,-inf,-inf,
Leccinum scabrum,Leccinum scabrum mushroom with tan coloration,-inf,-inf,
Leccinum scabrum,mushroom displaying tan tones,-inf,-inf,
Leccinum scabrum,tan-colored Leccinum scabrum fungus,-inf,-inf,
Leccinum scabrum,photograph of tan Leccinum scabrum,-inf,-inf,
Leccinum scabrum,"Leccinum scabrum with tall, narrow form",-inf,-inf,
Leccinum scabrum,"mushroom displaying tall, narrow form",-inf,-inf,
Leccinum scabrum,"Leccinum scabrum showing tall, narrow form",-inf,-inf,
Leccinum scabrum,Leccinum scabrum with black and brown coloring and rough texture,-inf,-inf,
Leccinum scabrum,Leccinum scabrum typically displaying black coloration,-inf,-inf,
Leccinum scabrum,Leccinum scabrum typically displaying gray coloration,-inf,-inf,
Leccinum scabrum,Leccinum scabrum typically displaying brown coloration,-inf,-inf,
Leccinum scabrum,Leccinum scabrum commonly showing rough,-inf,-inf,
Leccinum scabrum,Leccinum scabrum commonly showing highly detailed,-inf,-inf,
Leccinum scabrum,a photo of rough-stemmed bolete,-inf,-inf,
Leccinum scabrum,a photograph of rough-stemmed bolete,-inf,-inf,
Leccinum scabrum,rough-stemmed bolete mushroom,-inf,-inf,
Leccinum scabrum,rough-stemmed bolete fungus,-inf,-inf,
Leccinum scabrum,photo of rough-stemmed bolete mushroom,-inf,-inf,
Leccinum scabrum,field guide photo of rough-stemmed bolete,-inf,-inf,
Leccinum scabrum,a photo of scaber stalk,-inf,-inf,
Leccinum scabrum,a photograph of scaber stalk,-inf,-inf,
Leccinum scabrum,scaber stalk mushroom,-inf,-inf,
Leccinum scabrum,scaber stalk fungus,-inf,-inf,
Leccinum scabrum,photo of scaber stalk mushroom,-inf,-inf,
Leccinum scabrum,field guide photo of scaber stalk,-inf,-inf,
Leccinum scabrum,a photo of birch bolete,-inf,-inf,
Leccinum scabrum,a photograph of birch bolete,-inf,-inf,
Leccinum scabrum,birch bolete mushroom,-inf,-inf,
Leccinum scabrum,birch bolete fungus,-inf,-inf,
Leccinum scabrum,photo of birch bolete mushroom,-inf,-inf,
Leccinum scabrum,field guide photo of birch bolete,-inf,-inf,
Leccinum scabrum,a photo of the birch bolete,-inf,-inf,
Leccinum scabrum,a photograph of the birch bolete,-inf,-inf,
Leccinum scabrum,the birch bolete mushroom,-inf,-inf,
Leccinum scabrum,the birch bolete fungus,-inf,-inf,
Leccinum scabrum,photo of the birch bolete mushroom,-inf,-inf,
Leccinum scabrum,field guide photo of the birch bolete,-inf,-inf,
Leccinum versipelle,Leccinum versipelle mushroom with brown coloration,-inf,-inf,
Leccinum versipelle,mushroom displaying brown tones,-inf,-inf,
Leccinum versipelle,brown-colored Leccinum versipelle fungus,-inf,-inf,
Leccinum versipelle,photograph of brown Leccinum versipelle,-inf,-inf,
Leccinum versipelle,Leccinum versipelle mushroom with black coloration,-inf,-inf,
Leccinum versipelle,mushroom displaying black tones,-inf,-inf,
Leccinum versipelle,black-colored Leccinum versipelle fungus,-inf,-inf,
Leccinum versipelle,photograph of black Leccinum versipelle,-inf,-inf,
Leccinum versipelle,Leccinum versipelle showing rough surface,-inf,-inf,
Leccinum versipelle,mushroom with rough cap texture,-inf,-inf,
Leccinum versipelle,rough Leccinum versipelle specimen,-inf,-inf,
Leccinum versipelle,Leccinum versipelle showing highly detailed surface,-inf,-inf,
Leccinum versipelle,mushroom with highly detailed cap texture,-inf,-inf,
Leccinum versipelle,highly detailed Leccinum versipelle specimen,-inf,-inf,
Leccinum versipelle,Leccinum versipelle with irregular cap,-inf,-inf,
Leccinum versipelle,mushroom displaying irregular cap,-inf,-inf,
Leccinum versipelle,Leccinum versipelle showing irregular cap,-inf,-inf,
Leccinum versipelle,Leccinum versipelle with balanced proportions,-inf,-inf,
Leccinum versipelle,mushroom displaying balanced proportions,-inf,-inf,
Leccinum versipelle,Leccinum versipelle showing balanced proportions,-inf,-inf,
Leccinum versipelle,naturally lit photograph of Leccinum versipelle,-inf,-inf,
Leccinum versipelle,Leccinum versipelle in naturally lit conditions,-inf,-inf,
Leccinum versipelle,balanced contrast photograph of Leccinum versipelle,-inf,-inf,
Leccinum versipelle,Leccinum versipelle in balanced contrast conditions,-inf,-inf,
Leccinum versipelle,Leccinum versipelle with brown and black coloring and rough texture,-inf,-inf,
Leccinum versipelle,brown Leccinum versipelle mushroom with irregular cap,-inf,-inf,
Leccinum versipelle,Leccinum versipelle showing moderately textured surface,-inf,-inf,
Leccinum versipelle,mushroom with moderately textured cap texture,-inf,-inf,
Leccinum versipelle,moderately textured Leccinum versipelle specimen,-inf,-inf,
Leccinum versipelle,Leccinum versipelle showing textured surface,-inf,-inf,
Leccinum versipelle,mushroom with textured cap texture,-inf,-inf,
Leccinum versipelle,textured Leccinum versipelle specimen,-inf,-inf,
Leccinum versipelle,Leccinum versipelle mushroom with gray coloration,-inf,-inf,
Leccinum versipelle,mushroom displaying gray tones,-inf,-inf,
Leccinum versipelle,gray-colored Leccinum versipelle fungus,-inf,-inf,
Leccinum versipelle,photograph of gray Leccinum versipelle,-inf,-inf,
Leccinum versipelle,"dark, shadowy photograph of Leccinum versipelle",-inf,-inf,
Leccinum versipelle,"Leccinum versipelle in dark, shadowy conditions",-inf,-inf,
Leccinum versipelle,Leccinum versipelle with black and gray coloring and rough texture,-inf,-inf,
Leccinum versipelle,black Leccinum versipelle mushroom with irregular cap,-inf,-inf,
Leccinum versipelle,high contrast photograph of Leccinum versipelle,-inf,-inf,
Leccinum versipelle,Leccinum versipelle in high contrast conditions,-inf,-inf,
Leccinum versipelle,Leccinum versipelle with gray and black coloring and rough texture,-inf,-inf,
Leccinum versipelle,gray Leccinum versipelle mushroom with irregular cap,-inf,-inf,
Leccinum versipelle,Leccinum versipelle mushroom with green coloration,-inf,-inf,
Leccinum versipelle,mushroom displaying green tones,-inf,-inf,
Leccinum versipelle,green-colored Leccinum versipelle fungus,-inf,-inf,
Leccinum versipelle,photograph of green Leccinum versipelle,-inf,-inf,
Leccinum versipelle,"Leccinum versipelle with tall, narrow form",-inf,-inf,
Leccinum versipelle,"mushroom displaying tall, narrow form",-inf,-inf,
Leccinum versipelle,"Leccinum versipelle showing tall, narrow form",-inf,-inf,
Leccinum versipelle,Leccinum versipelle with green and black coloring and rough texture,-inf,-inf,
Leccinum versipelle,green Leccinum versipelle mushroom with irregular cap,-inf,-inf,
Leccinum versipelle,Leccinum versipelle typically displaying black coloration,-inf,-inf,
Leccinum versipelle,Leccinum versipelle typically displaying brown coloration,-inf,-inf,
Leccinum versipelle,Leccinum versipelle typically displaying gray coloration,-inf,-inf,
Leccinum versipelle,Leccinum versipelle commonly showing rough,-inf,-inf,
Leccinum versipelle,Leccinum versipelle commonly showing highly detailed,-inf,-inf,
Leccinum versipelle,a photo of orange birch bolete,-inf,-inf,
Leccinum versipelle,a photograph of orange birch bolete,-inf,-inf,
Leccinum versipelle,orange birch bolete mushroom,-inf,-inf,
Leccinum versipelle,orange birch bolete fungus,-inf,-inf,
Leccinum versipelle,photo of orange birch bolete mushroom,-inf,-inf,
Leccinum versipelle,field guide photo of orange birch bolete,-inf,-inf,
Lepista nuda,Lepista nuda mushroom with black coloration,-inf,-inf,
Lepista nuda,mushroom displaying black tones,-inf,-inf,
Lepista nuda,black-colored Lepista nuda fungus,-inf,-inf,
Lepista nuda,photograph of black Lepista nuda,-inf,-inf,
Lepista nuda,Lepista nuda mushroom with tan coloration,-inf,-inf,
Lepista nuda,mushroom displaying tan tones,-inf,-inf,
Lepista nuda,tan-colored Lepista nuda fungus,-inf,-inf,
Lepista nuda,photograph of tan Lepista nuda,-inf,-inf,
Lepista nuda,Lepista nuda mushroom with green coloration,-inf,-inf,
Lepista nuda,mushroom displaying green tones,-inf,-inf,
Lepista nuda,green-colored Lepista nuda fungus,-inf,-inf,
Lepista nuda,photograph of green Lepista nuda,-inf,-inf,
Lepista nuda,Lepista nuda showing moderately textured surface,-inf,-inf,
Lepista nuda,mushroom with moderately textured cap texture,-inf,-inf,
Lepista nuda,moderately textured Lepista nuda specimen,-inf,-inf,
Lepista nuda,Lepista nuda showing highly detailed surface,-inf,-inf,
Lepista nuda,mushroom with highly detailed cap texture,-inf,-inf,
Lepista nuda,highly detailed Lepista nuda specimen,-inf,-inf,
Lepista nuda,Lepista nuda with irregular cap,-inf,-inf,
Lepista nuda,mushroom displaying irregular cap,-inf,-inf,
Lepista nuda,Lepista nuda showing irregular cap,-inf,-inf,
Lepista nuda,Lepista nuda with balanced proportions,-inf,-inf,
Lepista nuda,mushroom displaying balanced proportions,-inf,-inf,
Lepista nuda,Lepista nuda showing balanced proportions,-inf,-inf,
Lepista nuda,naturally lit photograph of Lepista nuda,-inf,-inf,
Lepista nuda,Lepista nuda in naturally lit conditions,-inf,-inf,
Lepista nuda,balanced contrast photograph of Lepista nuda,-inf,-inf,
Lepista nuda,Lepista nuda in balanced contrast conditions,-inf,-inf,
Lepista nuda,Lepista nuda with black and tan coloring and moderately textured texture,-inf,-inf,
Lepista nuda,black Lepista nuda mushroom with irregular cap,-inf,-inf,
Lepista nuda,Lepista nuda mushroom with brown coloration,-inf,-inf,
Lepista nuda,mushroom displaying brown tones,-inf,-inf,
Lepista nuda,brown-colored Lepista nuda fungus,-inf,-inf,
Lepista nuda,photograph of brown Lepista nuda,-inf,-inf,
Lepista nuda,Lepista nuda mushroom with cream coloration,-inf,-inf,
Lepista nuda,mushroom displaying cream tones,-inf,-inf,
Lepista nuda,cream-colored Lepista nuda fungus,-inf,-inf,
Lepista nuda,photograph of cream Lepista nuda,-inf,-inf,
Lepista nuda,high contrast photograph of Lepista nuda,-inf,-inf,
Lepista nuda,Lepista nuda in high contrast conditions,-inf,-inf,
Lepista nuda,Lepista nuda with brown and cream coloring and moderately textured texture,-inf,-inf,
Lepista nuda,brown Lepista nuda mushroom with irregular cap,-inf,-inf,
Lepista nuda,Lepista nuda mushroom with gray coloration,-inf,-inf,
Lepista nuda,mushroom displaying gray tones,-inf,-inf,
Lepista nuda,gray-colored Lepista nuda fungus,-inf,-inf,
Lepista nuda,photograph of gray Lepista nuda,-inf,-inf,
Lepista nuda,Lepista nuda showing rough surface,-inf,-inf,
Lepista nuda,mushroom with rough cap texture,-inf,-inf,
Lepista nuda,rough Lepista nuda specimen,-inf,-inf,
Lepista nuda,Lepista nuda with gray and black coloring and rough texture,-inf,-inf,
Lepista nuda,gray Lepista nuda mushroom with irregular cap,-inf,-inf,
Lepista nuda,"dark, shadowy photograph of Lepista nuda",-inf,-inf,
Lepista nuda,"Lepista nuda in dark, shadowy conditions",-inf,-inf,
Lepista nuda,Lepista nuda with tan and black coloring and moderately textured texture,-inf,-inf,
Lepista nuda,tan Lepista nuda mushroom with irregular cap,-inf,-inf,
Lepista nuda,"Lepista nuda with wide, spreading form",-inf,-inf,
Lepista nuda,"mushroom displaying wide, spreading form",-inf,-inf,
Lepista nuda,"Lepista nuda showing wide, spreading form",-inf,-inf,
Lepista nuda,low contrast photograph of Lepista nuda,-inf,-inf,
